IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate,Rand
1,45,2016,March,10,1,0,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,250,       NULL,0,Transient,78,0,0,Canceled,2016-02-27,5705
0,0,2016,April,14,1,0,2,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,75,0,0,Check-Out,2016-04-03,5776
0,0,2016,February,8,20,0,1,2,0,0,BB       ,SWE,Direct,Direct,0,0,0,A               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,65,0,0,Check-Out,2016-02-21,5942
0,4,2016,September,38,12,1,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,98.1,1,0,Check-Out,2016-09-14,6206
0,223,2016,May,22,24,1,5,2,0,0,BB       ,GBR,Groups,Direct,0,0,0,A               ,E               ,1,No Deposit     ,       NULL,223,0,Transient-Party,66,0,0,Check-Out,2016-05-30,6350
1,96,2015,July,27,1,2,8,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,108.3,0,2,Canceled,2015-05-29,6832
1,9,2016,April,18,24,1,0,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient,81,0,0,Canceled,2016-04-20,6851
0,7,2017,May,22,31,0,3,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,2,No Deposit     ,       NULL,       NULL,0,Transient,95,0,0,Check-Out,2017-06-03,6895
0,56,2015,August,33,10,1,4,2,1,1,BB       ,FRA,Direct,Direct,0,0,0,H               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,175,1,0,Check-Out,2015-08-15,7090
0,336,2016,September,38,15,0,3,2,0,0,BB       ,GBR,Groups,Direct,0,0,0,A               ,E               ,0,No Deposit     ,       NULL,223,0,Transient-Party,74,0,0,Check-Out,2016-09-18,7133
0,84,2017,April,16,18,1,5,2,0,0,BB       ,ITA,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,74.6,0,0,Check-Out,2017-04-24,7152
0,2,2015,November,48,28,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,58,0,1,Check-Out,2015-11-29,7342
0,1,2015,December,49,4,2,2,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,48,0,1,Check-Out,2015-12-08,7422
0,70,2016,December,53,28,0,4,2,0,0,BB       ,PRT,Complementary,Direct,1,0,1,E               ,E               ,1,No Deposit     ,       NULL,       NULL,0,Transient,0,0,2,Check-Out,2017-01-01,7432
0,22,2017,February,7,18,1,1,2,0,1,BB       ,PRT,Complementary,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,7,1,1,Check-Out,2017-02-20,7536
0,2,2017,June,25,23,0,1,2,0,0,BB       ,NLD,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,150,0,1,Check-Out,2017-06-24,7566
0,0,2017,January,2,12,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,44,0,0,Check-Out,2017-01-13,7635
1,0,2016,September,37,9,0,1,2,1,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,E               ,1,No Deposit     ,       NULL,       NULL,0,Transient,0,0,0,Canceled,2016-09-09,8050
0,0,2017,August,33,15,0,1,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,194,0,0,Check-Out,2017-08-16,8157
1,56,2016,March,13,24,0,3,2,2,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,250,       NULL,0,Transient,110,0,0,Canceled,2016-02-03,8271
0,2,2016,November,47,19,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient,80,0,1,Check-Out,2016-11-20,8300
0,0,2016,July,28,8,0,1,2,0,0,BB       ,ARG,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,137,1,0,Check-Out,2016-07-09,8311
0,98,2016,August,34,15,1,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient,238,1,0,Check-Out,2016-08-21,8386
0,0,2016,February,9,24,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,45,0,0,Check-Out,2016-02-25,8591
0,40,2017,January,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,55,0,0,Check-Out,2017-01-19,8764
0,123,2016,February,9,27,1,1,2,0,0,FB       ,ESP,Groups,Direct,0,0,0,A               ,C               ,0,No Deposit     ,38,       NULL,0,Transient-Party,64,0,0,Check-Out,2016-02-29,8909
0,26,2016,September,38,12,1,2,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,146.1,0,0,Check-Out,2016-09-15,9027
0,1,2015,October,40,3,0,1,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,250,       NULL,0,Transient,90,0,0,Check-Out,2015-10-04,9127
0,63,2017,July,28,10,1,5,2,0,0,HB       ,ESP,Direct,Direct,0,0,0,F               ,F               ,1,No Deposit     ,250,       NULL,0,Transient,276.83,1,1,Check-Out,2017-07-16,9249
1,277,2015,October,41,5,4,10,2,0,0,HB       ,GBR,Groups,Direct,0,1,0,D               ,D               ,0,Non Refund     ,273,       NULL,0,Transient,78.5,0,0,Canceled,2015-10-02,9351
0,3,2015,December,52,25,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,250,       NULL,0,Transient,50,0,1,Check-Out,2015-12-27,9458
0,0,2017,July,29,22,1,1,2,0,0,BB       ,ITA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,170,0,0,Check-Out,2017-07-24,9552
0,9,2016,October,41,5,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient,121,0,1,Check-Out,2016-10-06,9727
0,0,2017,February,8,22,0,1,2,0,0,BB       ,FIN,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,80,0,0,Check-Out,2017-02-23,9744
0,45,2015,December,52,24,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,31,0,0,Check-Out,2015-12-26,9837
0,2,2015,October,44,31,0,1,2,0,0,BB       ,CHE,Groups,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,42,0,0,Check-Out,2015-11-01,9914
0,112,2015,December,53,30,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,237.33,0,0,Check-Out,2016-01-02,9950
0,231,2016,October,41,8,2,5,2,0,0,BB       ,GBR,Groups,Direct,0,0,0,D               ,D               ,0,No Deposit     ,273,       NULL,0,Transient-Party,71.36,0,0,Check-Out,2016-10-15,10383
0,70,2015,July,27,2,2,3,2,0,0,HB       ,ROU,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,137,0,1,Check-Out,2015-07-07,10613
0,155,2015,October,44,31,1,1,2,0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,36,0,1,Check-Out,2015-11-02,10771
0,108,2017,April,16,21,4,7,2,0,0,BB       ,PRT,Online TA,Direct,0,0,0,E               ,E               ,2,No Deposit     ,       NULL,       NULL,0,Transient,85,0,5,Check-Out,2017-05-02,10987
0,1,2017,March,12,21,0,1,1,0,0,BB       ,NULL,Direct,Direct,0,0,3,A               ,C               ,0,No Deposit     ,       NULL,51,0,Transient,50,1,0,Check-Out,2017-03-22,11054
0,165,2017,July,27,3,1,3,2,1,0,HB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,3,No Deposit     ,250,       NULL,0,Transient,172.2,0,3,Check-Out,2017-07-07,11078
0,0,2017,January,4,27,0,2,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,H               ,H               ,0,No Deposit     ,       NULL,       NULL,0,Transient,105,1,0,Check-Out,2017-01-29,11238
0,25,2016,May,21,15,2,4,1,0,0,BB       ,IRL,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,115,0,1,Check-Out,2016-05-21,11468
0,23,2016,August,36,28,2,1,2,2,0,BB       ,PRT,Direct,Direct,0,0,0,G               ,G               ,1,No Deposit     ,250,       NULL,0,Transient,283,1,0,Check-Out,2016-08-31,11481
1,219,2016,September,37,10,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,115,0,1,Canceled,2016-08-17,11643
0,43,2016,January,5,28,0,3,2,2,0,BB       ,POL,Direct,Direct,0,0,0,C               ,C               ,2,No Deposit     ,250,       NULL,0,Transient,56,0,0,Check-Out,2016-01-31,11934
0,0,2017,January,3,20,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,45,0,0,Check-Out,2017-01-21,12088
0,20,2017,June,26,25,2,1,1,0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,250,       NULL,0,Transient,145,0,1,Check-Out,2017-06-28,12308
0,11,2016,June,25,13,1,0,1,1,0,BB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,1,No Deposit     ,250,       NULL,0,Transient,165,0,0,Check-Out,2016-06-14,12397
0,0,2016,March,13,23,0,1,1,0,0,BB       ,PRT,Online TA,Direct,1,0,7,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient,42.4,0,0,Check-Out,2016-03-24,12406
1,40,2017,January,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,55,0,0,Canceled,2017-01-05,12445
0,174,2017,August,32,9,0,3,3,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient-Party,244,1,1,Check-Out,2017-08-12,12462
0,161,2017,July,31,30,2,5,2,0,0,BB       ,CHE,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient,239,1,1,Check-Out,2017-08-06,12608
0,115,2016,November,47,17,1,3,2,0,0,BB       ,IRL,Groups,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient-Party,34,0,0,Check-Out,2016-11-21,12844
0,0,2016,December,50,8,0,3,2,0,0,BB       ,PRT,Direct,Direct,1,0,3,E               ,E               ,2,No Deposit     ,       NULL,       NULL,0,Transient,62.2,0,0,Check-Out,2016-12-11,13394
0,26,2015,November,45,7,2,5,3,0,0,BB       ,ESP,Direct,Direct,0,0,0,G               ,G               ,2,No Deposit     ,250,       NULL,0,Transient,97.3,0,1,Check-Out,2015-11-14,13403
1,155,2015,October,44,31,1,1,2,0,0,BB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,36,0,0,Canceled,2015-10-31,13405
0,9,2016,July,28,3,2,4,2,2,0,BB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,168,0,0,Check-Out,2016-07-09,13521
0,155,2017,August,32,11,2,2,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,250,       NULL,0,Transient-Party,225.5,0,1,Check-Out,2017-08-15,13602
0,1,2015,September,39,22,0,3,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,129,1,0,Check-Out,2015-09-25,13767
0,133,2016,August,32,4,3,8,2,1,0,BB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,216.66,0,0,Check-Out,2016-08-15,13854
0,0,2015,November,47,16,1,0,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,38,0,0,Check-Out,2015-11-17,13980
0,0,2017,March,9,1,0,1,1,0,0,BB       ,NULL,Direct,Direct,0,0,2,A               ,A               ,1,No Deposit     ,       NULL,178,0,Transient,0,0,0,Check-Out,2017-03-02,14290
0,68,2015,August,36,30,2,4,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient,115,1,1,Check-Out,2015-09-05,14383
0,64,2016,April,18,27,0,3,2,0,0,Undefined,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,385,       NULL,52,Transient-Party,85.33,0,0,Check-Out,2016-04-30,14450
0,75,2016,August,34,20,2,1,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient,191,0,1,Check-Out,2016-08-23,14523
0,21,2015,December,49,2,0,1,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,61.2,0,2,Check-Out,2015-12-03,4
1,154,2017,July,28,9,2,0,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,140,0,0,Canceled,2017-06-22,15
0,179,2017,August,31,3,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit     ,240,       NULL,0,Transient,212.29,0,2,Check-Out,2017-08-10,37
0,121,2017,August,31,5,2,3,2,0,0,BB       ,GEO,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient-Party,239,0,1,Check-Out,2017-08-10,49
1,107,2016,May,23,29,4,6,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,314,       NULL,0,Transient,79.2,0,0,Canceled,2016-05-26,54
0,91,2017,June,25,23,2,5,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,70.4,0,0,Check-Out,2017-06-30,112
1,175,2017,March,13,29,0,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,41.85,0,1,Canceled,2016-10-07,121
1,112,2016,August,34,17,2,4,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,179,0,1,Canceled,2016-07-18,140
0,44,2015,October,43,19,2,5,3,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,26,       NULL,0,Transient,96.21,0,1,Check-Out,2015-10-26,162
0,0,2016,January,4,20,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,1,0,3,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,48,0,1,Check-Out,2016-01-21,164
0,156,2017,March,12,19,2,5,2,0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,177,       NULL,60,Transient-Party,34,0,0,Check-Out,2017-03-26,250
1,50,2016,December,51,15,1,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,48,0,1,Canceled,2016-11-03,259
1,234,2017,July,28,11,2,6,2,0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,218,0,2,Canceled,2017-01-11,329
0,80,2015,July,31,31,2,4,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,170.33,1,1,Check-Out,2015-08-06,432
1,190,2015,September,37,10,2,8,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,0,No Deposit     ,134,       NULL,0,Transient,58.95,0,0,Canceled,2015-08-31,497
0,66,2017,March,13,31,1,2,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,68.33,1,2,Check-Out,2017-04-03,503
0,54,2015,August,34,18,0,5,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,241,       NULL,0,Transient,151.23,0,1,Check-Out,2015-08-23,579
1,95,2017,May,19,13,1,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,115,0,1,Canceled,2017-02-07,607
0,254,2015,September,37,12,2,2,2,0,0,BB       ,CN,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,15,       NULL,0,Transient-Party,36,0,0,Check-Out,2015-09-16,652
1,139,2016,July,30,22,2,5,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,195,0,2,Canceled,2016-03-08,665
0,100,2016,October,40,1,0,1,2,0,0,BB       ,CHE,Offline TA/TO,TA/TO,0,0,0,D               ,A               ,0,No Deposit     ,251,       NULL,0,Transient,59,0,0,Check-Out,2016-10-02,706
0,236,2017,June,23,10,4,7,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit     ,314,       NULL,0,Transient-Party,113.68,0,0,Check-Out,2017-06-21,726
0,62,2017,March,13,29,1,4,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,241,       NULL,0,Transient,36.96,0,1,Check-Out,2017-04-03,841
0,112,2017,March,11,13,1,0,2,0,0,BB       ,CHN,Groups,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,66,       NULL,0,Transient-Party,50,0,0,Check-Out,2017-03-14,945
0,292,2015,October,43,21,0,2,2,0,0,HB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,208,       NULL,0,Transient-Party,70,0,0,Check-Out,2015-10-23,986
0,0,2016,February,9,25,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,127,       NULL,0,Transient,34.4,0,0,Check-Out,2016-02-26,1018
0,59,2016,November,47,18,1,2,2,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,339,       NULL,0,Transient,51.84,0,0,Check-Out,2016-11-21,1051
1,83,2017,May,18,3,0,4,2,0,0,HB       ,DEU,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,147,0,0,Canceled,2017-02-09,1090
0,42,2016,August,32,5,2,2,2,1,0,HB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,196,       NULL,0,Transient,218.51,0,0,Check-Out,2016-08-09,1099
1,22,2016,December,50,8,0,3,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,38,       NULL,0,Transient-Party,80,0,0,Canceled,2016-12-03,1105
0,76,2015,November,45,1,2,3,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,156,       NULL,0,Contract,55.04,0,0,Check-Out,2015-11-06,1121
0,137,2015,September,37,7,3,7,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,2,       NULL,0,Transient,89.55,0,0,Check-Out,2015-09-17,1128
0,78,2017,March,12,21,0,4,2,0,0,BB       ,EST,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,70,0,1,Check-Out,2017-03-25,1170
0,47,2017,June,24,16,2,3,2,0,0,HB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,174.8,1,1,Check-Out,2017-06-21,1215
1,201,2017,August,32,12,2,1,2,0,0,FB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient,155.7,0,0,Canceled,2017-07-07,1227
0,79,2017,August,33,18,2,4,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,E               ,E               ,1,No Deposit     ,240,       NULL,0,Transient,284,1,2,Check-Out,2017-08-24,1249
1,253,2017,July,29,17,3,10,2,0,0,HB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,186.74,0,2,Canceled,2016-11-11,1289
0,1,2015,August,36,30,2,0,3,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,240,       NULL,0,Transient,192.6,0,3,Check-Out,2015-09-01,1297
1,155,2017,May,22,30,0,3,2,0,0,BB       ,CN,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,123.33,0,2,Canceled,2017-01-15,1337
0,33,2015,December,50,12,2,5,2,0,0,HB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,6,       NULL,0,Transient,49.4,0,0,Check-Out,2015-12-19,1439
0,112,2017,August,34,24,2,5,1,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,40,       NULL,0,Contract,131.5,0,2,Check-Out,2017-08-31,1474
0,0,2016,February,6,4,0,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,1,D               ,D               ,0,No Deposit     ,314,       NULL,0,Transient,46.4,0,0,Check-Out,2016-02-05,1507
1,4,2015,October,41,7,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,58,0,3,Canceled,2015-10-05,1534
1,47,2017,January,3,20,0,2,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,42,0,2,Canceled,2016-12-09,1536
0,178,2016,August,34,14,2,5,2,0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,314,       NULL,0,Transient,165.2,0,0,Check-Out,2016-08-21,1543
1,140,2016,February,7,12,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,       NULL,0,Transient,50,0,0,Canceled,2015-12-11,1570
0,97,2016,May,22,24,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,64,1,0,Check-Out,2016-05-26,1582
0,335,2017,July,27,4,2,8,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,154.5,0,0,Check-Out,2017-07-14,1602
1,75,2016,August,34,16,0,3,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,217.33,0,0,Canceled,2016-06-13,1700
0,0,2015,October,41,4,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient-Party,66,0,0,Check-Out,2015-10-05,1708
1,225,2017,August,32,8,0,4,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,206,0,2,Canceled,2017-01-12,1728
0,3,2016,July,30,23,2,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,189,0,2,Check-Out,2016-07-26,1750
1,113,2016,November,45,2,0,2,2,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,37.8,0,2,Canceled,2016-09-30,1869
0,258,2015,September,38,17,0,2,2,0,0,HB       ,FRA,Groups,TA/TO,0,0,0,A               ,C               ,1,No Deposit     ,245,       NULL,0,Transient-Party,78.3,0,1,Check-Out,2015-09-19,1902
0,11,2017,July,27,8,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,194,1,1,Check-Out,2017-07-09,1902
0,1,2016,November,48,26,0,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,0,0,0,Check-Out,2016-11-26,1914
1,471,2017,May,20,20,2,5,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,96,       NULL,0,Transient,47,0,0,Canceled,2017-05-03,1920
1,41,2016,August,35,27,2,1,3,1,0,HB       ,GBR,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,322,0,0,Canceled,2016-07-17,1921
0,104,2017,August,31,3,2,7,2,1,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient,255,0,2,Check-Out,2017-08-12,1954
0,128,2016,December,50,8,0,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,241,       NULL,0,Transient,36.04,0,2,Check-Out,2016-12-11,1980
1,142,2016,July,28,8,2,7,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,121.33,0,1,Canceled,2016-02-22,2014
0,234,2016,October,44,23,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,243,       NULL,0,Contract,39.4,0,2,Check-Out,2016-10-30,2036
1,94,2015,December,52,21,3,6,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,241,       NULL,0,Transient,38.81,0,1,Canceled,2015-09-22,2046
1,182,2016,June,23,3,1,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,248,       NULL,0,Transient,97.3,0,0,Canceled,2016-01-20,2050
0,42,2015,July,31,31,0,0,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,I               ,0,No Deposit     ,142,       NULL,0,Contract,0,0,0,Check-Out,2015-07-31,2065
