,0
2968,201546
2969,201546
2970,201546
2971,201546
2972,201546
2973,201546
2974,201546
2975,201546
2976,201546
2977,201546
2978,201546
2979,201546
2980,201546
2981,201546
2982,201546
2983,201546
2984,201546
2985,201546
2986,201546
2987,201546
2988,201546
2989,201546
2990,201546
2991,201546
2992,201546
2993,201546
2994,201546
2995,201546
2996,201546
2997,201546
2998,201546
2999,201546
3000,201546
3001,201546
3002,201546
3003,201546
3004,201546
3005,201546
3006,201546
3007,201546
3008,201546
3009,201546
3010,201546
3011,201546
3012,201546
3013,201546
3014,201546
3015,201546
3016,201546
3017,201546
3018,201546
3019,201546
3020,201546
3021,201546
3022,201546
3023,201546
3024,201546
3025,201546
3026,201546
3027,201546
3028,201546
3029,201546
3030,201546
3031,201546
3032,201546
3033,201546
3034,201546
3035,201546
3036,201546
3037,201546
3038,201546
3039,201546
3040,201546
3041,201546
3042,201546
3043,201546
3044,201546
3045,201546
3046,201546
3047,201546
3048,201546
3049,201546
3050,201546
3051,201546
3052,201546
3053,201546
3054,201546
3055,201546
3056,201546
3057,201546
3058,201546
3059,201546
3060,201546
3061,201546
3062,201546
3063,201546
3064,201546
3065,201546
3066,201546
3067,201546
3068,201546
3069,201546
3070,201546
3071,201546
3072,201546
3073,201546
3074,201546
3075,201546
3076,201546
3077,201546
3078,201546
3079,201546
3080,201546
3081,201546
3082,201546
3083,201546
14114,201546
14140,201546
14141,201546
14167,201546
14505,201546
14512,201546
15019,201546
15020,201546
15046,201546
15233,201546
17808,201546
17965,201546
17991,201546
17992,201546
18166,201546
18167,201546
18170,201546
18176,201546
18177,201546
18178,201546
18179,201546
18180,201546
18181,201546
18182,201546
18183,201546
18184,201546
18185,201546
18186,201546
18187,201546
18189,201546
18191,201546
18192,201546
18193,201546
18194,201546
18195,201546
18196,201546
18197,201546
18198,201546
18201,201546
18204,201546
18205,201546
18206,201546
18207,201546
18209,201546
18210,201546
18213,201546
18214,201546
18215,201546
18216,201546
18217,201546
18222,201546
18223,201546
18224,201546
18234,201546
18239,201546
18241,201546
18243,201546
18244,201546
18246,201546
18250,201546
18254,201546
18255,201546
18256,201546
18262,201546
18264,201546
18267,201546
18609,201546
18694,201546
18788,201546
3084,201547
3085,201547
3086,201547
3087,201547
3088,201547
3089,201547
3090,201547
3091,201547
3092,201547
3093,201547
3094,201547
3095,201547
3096,201547
3097,201547
3098,201547
3099,201547
3100,201547
3101,201547
3102,201547
3103,201547
3104,201547
3105,201547
3106,201547
3107,201547
3108,201547
3109,201547
3110,201547
3111,201547
3112,201547
3113,201547
3114,201547
3115,201547
3116,201547
3117,201547
3118,201547
3119,201547
3120,201547
3121,201547
3122,201547
3123,201547
3124,201547
3125,201547
3126,201547
3127,201547
3128,201547
3129,201547
3130,201547
3131,201547
3132,201547
3133,201547
3134,201547
3135,201547
3136,201547
3137,201547
3138,201547
3139,201547
3140,201547
3141,201547
3142,201547
3143,201547
3144,201547
3145,201547
3146,201547
3147,201547
3148,201547
3149,201547
3150,201547
3151,201547
3152,201547
3153,201547
3154,201547
3155,201547
3156,201547
3157,201547
3158,201547
3159,201547
3160,201547
3161,201547
3162,201547
3163,201547
3164,201547
3165,201547
3166,201547
3167,201547
3168,201547
3169,201547
3170,201547
3171,201547
3172,201547
3173,201547
3174,201547
3175,201547
3176,201547
3177,201547
3178,201547
3179,201547
3180,201547
3181,201547
3182,201547
3183,201547
3184,201547
3185,201547
3186,201547
3187,201547
3188,201547
3189,201547
3190,201547
3191,201547
3192,201547
3193,201547
3194,201547
3195,201547
3196,201547
3197,201547
3198,201547
3199,201547
3200,201547
3201,201547
3202,201547
3203,201547
3204,201547
3205,201547
3206,201547
3207,201547
3208,201547
3209,201547
3210,201547
3211,201547
3212,201547
3213,201547
3214,201547
3215,201547
3216,201547
3217,201547
3218,201547
3219,201547
3220,201547
3221,201547
3222,201547
3223,201547
3224,201547
3225,201547
3226,201547
3227,201547
3228,201547
3229,201547
3230,201547
3231,201547
3232,201547
13976,201547
14216,201547
14220,201547
14224,201547
14348,201547
14418,201547
14497,201547
14509,201547
14518,201547
14536,201547
14866,201547
14946,201547
14947,201547
14966,201547
15138,201547
15273,201547
17242,201547
17243,201547
17244,201547
17245,201547
17246,201547
17247,201547
17248,201547
17418,201547
17981,201547
17982,201547
18172,201547
18173,201547
18174,201547
18175,201547
18272,201547
18286,201547
18287,201547
18289,201547
18290,201547
18291,201547
18293,201547
18294,201547
18299,201547
18300,201547
18301,201547
18303,201547
18304,201547
18305,201547
18307,201547
18309,201547
18310,201547
18311,201547
18312,201547
18314,201547
18315,201547
18318,201547
18322,201547
18367,201547
18368,201547
18370,201547
18374,201547
18375,201547
18376,201547
18377,201547
18378,201547
18379,201547
18380,201547
18381,201547
18383,201547
18384,201547
18385,201547
18386,201547
18388,201547
18389,201547
18390,201547
18393,201547
18394,201547
18395,201547
18396,201547
18397,201547
18398,201547
18399,201547
18400,201547
18401,201547
18402,201547
18403,201547
18406,201547
18414,201547
18415,201547
18416,201547
18422,201547
18423,201547
18425,201547
18426,201547
18428,201547
18429,201547
18430,201547
18431,201547
18432,201547
18433,201547
18434,201547
18438,201547
18439,201547
18440,201547
18443,201547
18444,201547
18446,201547
18447,201547
18448,201547
18449,201547
18451,201547
18452,201547
18453,201547
18454,201547
18458,201547
18460,201547
18461,201547
18462,201547
18463,201547
18464,201547
18465,201547
18466,201547
18467,201547
18468,201547
18469,201547
18470,201547
18473,201547
18475,201547
18476,201547
18477,201547
18478,201547
18479,201547
18480,201547
18481,201547
18484,201547
18485,201547
18486,201547
18488,201547
18489,201547
18490,201547
18491,201547
18492,201547
18493,201547
18494,201547
18495,201547
18496,201547
18497,201547
18498,201547
18499,201547
18500,201547
18501,201547
18502,201547
18503,201547
18504,201547
18506,201547
18507,201547
18508,201547
18509,201547
18510,201547
18511,201547
18513,201547
18514,201547
18515,201547
18516,201547
18517,201547
18518,201547
18519,201547
18520,201547
18521,201547
18525,201547
18526,201547
18527,201547
18528,201547
18529,201547
18530,201547
18531,201547
18532,201547
18533,201547
18538,201547
18539,201547
18540,201547
18541,201547
18542,201547
18543,201547
18544,201547
18545,201547
18546,201547
18547,201547
18548,201547
18549,201547
18550,201547
18551,201547
18552,201547
18556,201547
18558,201547
18559,201547
18560,201547
18561,201547
18562,201547
18563,201547
18564,201547
18565,201547
18566,201547
18567,201547
18568,201547
18571,201547
18573,201547
18584,201547
18585,201547
18643,201547
18652,201547
18653,201547
18680,201547
18692,201547
18734,201547
18813,201547
18814,201547
18917,201547
3233,201548
3234,201548
3235,201548
3236,201548
3237,201548
3238,201548
3239,201548
3240,201548
3241,201548
3242,201548
3243,201548
3244,201548
3245,201548
3246,201548
3247,201548
3248,201548
3249,201548
3250,201548
3251,201548
3252,201548
3253,201548
3254,201548
3255,201548
3256,201548
3257,201548
3258,201548
3259,201548
3260,201548
3261,201548
3262,201548
3263,201548
3264,201548
3265,201548
13855,201548
13865,201548
13945,201548
14005,201548
14032,201548
14053,201548
14078,201548
14178,201548
14287,201548
14304,201548
14424,201548
14498,201548
14517,201548
14635,201548
14677,201548
14868,201548
15253,201548
17594,201548
17919,201548
17943,201548
17984,201548
17993,201548
18273,201548
18427,201548
18450,201548
18459,201548
18471,201548
18474,201548
18482,201548
18487,201548
18512,201548
18534,201548
18557,201548
18569,201548
18570,201548
18577,201548
18578,201548
18579,201548
18580,201548
18581,201548
18582,201548
18583,201548
18604,201548
18605,201548
18606,201548
18607,201548
18608,201548
18610,201548
18611,201548
18612,201548
18617,201548
18618,201548
18619,201548
18620,201548
18622,201548
18623,201548
18631,201548
18632,201548
18633,201548
18634,201548
18635,201548
18636,201548
18637,201548
18641,201548
18644,201548
18645,201548
18646,201548
18647,201548
18648,201548
18651,201548
18654,201548
18658,201548
18659,201548
18666,201548
18667,201548
18668,201548
18669,201548
18670,201548
18672,201548
18673,201548
18674,201548
18675,201548
18676,201548
18681,201548
18682,201548
18683,201548
18684,201548
18685,201548
18686,201548
18687,201548
18688,201548
18690,201548
18691,201548
18693,201548
18695,201548
18696,201548
18697,201548
18699,201548
18700,201548
18701,201548
18706,201548
18707,201548
18708,201548
18709,201548
18711,201548
18715,201548
18716,201548
18718,201548
18720,201548
18721,201548
18722,201548
18723,201548
18724,201548
18725,201548
18727,201548
18728,201548
18729,201548
18730,201548
18731,201548
18732,201548
18733,201548
18735,201548
18736,201548
18737,201548
18738,201548
18739,201548
18740,201548
18741,201548
18743,201548
18744,201548
18745,201548
18749,201548
18750,201548
18751,201548
18752,201548
18753,201548
18754,201548
18755,201548
18756,201548
18758,201548
18760,201548
18761,201548
18763,201548
18764,201548
18765,201548
18766,201548
18767,201548
18768,201548
18769,201548
18770,201548
18772,201548
18773,201548
18775,201548
18776,201548
18777,201548
18778,201548
18779,201548
18781,201548
18782,201548
18783,201548
18784,201548
18785,201548
18786,201548
18787,201548
18789,201548
18794,201548
18795,201548
18800,201548
18801,201548
18802,201548
18803,201548
18804,201548
18805,201548
18806,201548
18807,201548
18808,201548
18809,201548
18810,201548
18811,201548
18812,201548
18815,201548
18817,201548
18818,201548
18827,201548
18828,201548
18829,201548
18830,201548
18832,201548
18837,201548
18841,201548
18844,201548
18845,201548
18847,201548
18849,201548
18850,201548
18886,201548
18969,201548
18980,201548
18985,201548
18991,201548
19012,201548
3266,201549
3267,201549
3268,201549
3269,201549
3270,201549
3271,201549
3272,201549
3273,201549
3274,201549
3275,201549
3276,201549
3277,201549
3278,201549
3279,201549
3280,201549
3281,201549
3282,201549
3283,201549
3284,201549
3285,201549
3286,201549
3287,201549
3288,201549
3289,201549
3290,201549
3291,201549
3292,201549
3293,201549
3294,201549
3295,201549
3296,201549
3297,201549
3298,201549
3299,201549
3300,201549
3301,201549
3302,201549
3303,201549
3304,201549
3305,201549
3306,201549
3307,201549
3308,201549
3309,201549
3310,201549
3311,201549
3312,201549
3313,201549
3314,201549
3315,201549
3316,201549
3317,201549
3318,201549
3319,201549
3320,201549
3321,201549
3322,201549
3323,201549
3324,201549
3325,201549
3326,201549
3327,201549
3328,201549
3329,201549
3330,201549
3331,201549
3332,201549
3333,201549
3334,201549
3335,201549
3336,201549
3337,201549
3338,201549
3339,201549
3340,201549
3341,201549
3342,201549
3343,201549
3344,201549
3345,201549
3346,201549
3347,201549
3348,201549
3349,201549
3350,201549
3351,201549
3352,201549
3353,201549
3354,201549
3355,201549
3356,201549
3357,201549
3358,201549
3359,201549
3360,201549
3361,201549
3362,201549
3363,201549
3364,201549
3365,201549
3366,201549
3367,201549
3368,201549
3369,201549
3370,201549
3371,201549
3372,201549
3373,201549
3374,201549
3375,201549
3376,201549
3377,201549
3378,201549
3379,201549
3380,201549
3381,201549
3382,201549
3383,201549
3384,201549
3385,201549
3386,201549
3387,201549
3388,201549
3389,201549
3390,201549
3391,201549
3392,201549
3393,201549
3394,201549
3395,201549
3396,201549
3397,201549
3398,201549
3399,201549
3400,201549
3401,201549
3402,201549
3403,201549
3404,201549
3405,201549
3406,201549
3407,201549
3408,201549
3409,201549
3410,201549
3411,201549
3412,201549
3413,201549
3414,201549
3415,201549
3416,201549
3417,201549
3418,201549
3419,201549
3420,201549
3421,201549
3422,201549
3423,201549
3424,201549
3425,201549
3426,201549
14091,201549
14157,201549
14261,201549
14387,201549
14442,201549
14520,201549
14551,201549
14913,201549
15087,201549
15091,201549
17782,201549
17913,201549
17920,201549
17994,201549
18455,201549
18456,201549
18457,201549
18572,201549
18640,201549
18712,201549
18713,201549
18726,201549
18819,201549
18820,201549
18821,201549
18822,201549
18823,201549
18824,201549
18825,201549
18826,201549
18834,201549
18835,201549
18836,201549
18838,201549
18839,201549
18840,201549
18842,201549
18846,201549
18848,201549
18851,201549
18852,201549
18855,201549
18858,201549
18859,201549
18860,201549
18861,201549
18862,201549
18863,201549
18864,201549
18865,201549
18866,201549
18867,201549
18868,201549
18869,201549
18870,201549
18871,201549
18872,201549
18873,201549
18874,201549
18876,201549
18877,201549
18878,201549
18879,201549
18880,201549
18881,201549
18882,201549
18884,201549
18885,201549
18887,201549
18889,201549
18890,201549
18893,201549
18896,201549
18897,201549
18898,201549
18901,201549
18902,201549
18903,201549
18904,201549
18905,201549
18906,201549
18907,201549
18908,201549
18909,201549
18914,201549
18915,201549
18919,201549
18920,201549
18921,201549
18922,201549
18923,201549
18924,201549
18925,201549
18926,201549
18927,201549
18928,201549
18929,201549
18930,201549
18931,201549
18932,201549
18933,201549
18934,201549
18935,201549
18936,201549
18937,201549
18938,201549
18939,201549
18940,201549
18941,201549
18942,201549
18943,201549
18944,201549
18945,201549
18946,201549
18947,201549
18948,201549
18949,201549
18950,201549
18951,201549
18952,201549
18953,201549
18954,201549
18955,201549
18956,201549
18957,201549
18958,201549
18959,201549
18960,201549
18961,201549
18962,201549
18970,201549
18972,201549
18974,201549
18975,201549
18976,201549
18979,201549
18981,201549
18982,201549
18983,201549
18984,201549
18987,201549
18988,201549
18989,201549
18990,201549
18992,201549
18993,201549
18994,201549
18997,201549
19000,201549
19001,201549
19002,201549
19003,201549
19004,201549
19005,201549
19006,201549
19007,201549
19008,201549
19009,201549
19010,201549
19011,201549
19013,201549
19014,201549
19015,201549
19016,201549
19019,201549
19020,201549
19021,201549
19022,201549
19024,201549
19025,201549
19031,201549
19032,201549
19033,201549
19035,201549
19036,201549
19053,201549
19054,201549
19055,201549
19057,201549
19058,201549
19059,201549
19060,201549
19061,201549
19062,201549
19063,201549
19064,201549
19065,201549
19066,201549
19067,201549
19068,201549
19069,201549
19070,201549
19071,201549
19072,201549
19073,201549
19074,201549
19075,201549
19076,201549
19077,201549
19078,201549
19079,201549
19080,201549
19081,201549
19082,201549
19083,201549
19084,201549
19085,201549
19086,201549
19087,201549
19088,201549
19091,201549
19092,201549
19093,201549
19095,201549
19096,201549
19097,201549
19098,201549
19101,201549
19102,201549
19103,201549
19107,201549
19110,201549
19112,201549
19113,201549
19115,201549
19117,201549
19118,201549
19119,201549
19122,201549
19123,201549
19125,201549
19126,201549
19127,201549
19128,201549
19130,201549
19141,201549
19149,201549
19150,201549
19177,201549
19273,201549
19281,201549
19370,201549
19469,201549
3427,201550
3428,201550
3429,201550
3430,201550
3431,201550
3432,201550
3433,201550
3434,201550
3435,201550
3436,201550
3437,201550
3438,201550
3439,201550
3440,201550
3441,201550
3442,201550
3443,201550
3444,201550
3445,201550
3446,201550
3447,201550
3448,201550
3449,201550
3450,201550
3451,201550
3452,201550
3453,201550
3454,201550
3455,201550
3456,201550
3457,201550
3458,201550
14090,201550
14145,201550
14237,201550
14362,201550
14490,201550
14513,201550
14545,201550
14933,201550
17516,201550
17985,201550
18705,201550
18714,201550
18843,201550
18918,201550
18977,201550
19017,201550
19018,201550
19023,201550
19026,201550
19028,201550
19029,201550
19044,201550
19045,201550
19056,201550
19089,201550
19090,201550
19094,201550
19099,201550
19100,201550
19104,201550
19105,201550
19106,201550
19108,201550
19109,201550
19111,201550
19114,201550
19116,201550
19120,201550
19121,201550
19124,201550
19129,201550
19131,201550
19135,201550
19136,201550
19137,201550
19140,201550
19142,201550
19143,201550
19144,201550
19145,201550
19146,201550
19147,201550
19148,201550
19151,201550
19153,201550
19155,201550
19156,201550
19157,201550
19158,201550
19159,201550
19161,201550
19165,201550
19166,201550
19167,201550
19168,201550
19170,201550
19171,201550
19172,201550
19173,201550
19174,201550
19175,201550
19178,201550
19179,201550
19239,201550
19240,201550
19241,201550
19242,201550
19243,201550
19244,201550
19247,201550
19249,201550
19250,201550
19251,201550
19254,201550
19258,201550
19259,201550
19266,201550
19267,201550
19268,201550
19269,201550
19270,201550
19271,201550
19272,201550
19274,201550
19275,201550
19276,201550
19277,201550
19279,201550
19280,201550
19287,201550
19288,201550
19289,201550
19290,201550
19291,201550
19292,201550
19293,201550
19294,201550
19295,201550
19296,201550
19297,201550
19298,201550
19299,201550
19300,201550
19301,201550
19302,201550
19303,201550
19304,201550
19305,201550
19306,201550
19308,201550
19309,201550
19310,201550
19311,201550
19312,201550
19313,201550
19315,201550
19316,201550
19317,201550
19318,201550
19319,201550
19320,201550
19322,201550
19323,201550
19326,201550
19329,201550
19332,201550
19335,201550
19337,201550
19351,201550
19418,201550
19534,201550
3459,201551
3460,201551
3461,201551
3462,201551
3463,201551
3464,201551
3465,201551
3466,201551
3467,201551
3468,201551
3469,201551
3470,201551
3471,201551
3472,201551
3473,201551
3474,201551
3475,201551
3476,201551
3477,201551
3478,201551
3479,201551
3480,201551
3481,201551
3482,201551
3483,201551
3484,201551
3485,201551
3486,201551
3487,201551
3488,201551
3489,201551
3490,201551
3491,201551
3492,201551
3493,201551
3494,201551
3495,201551
3496,201551
3497,201551
3498,201551
3499,201551
3500,201551
3501,201551
3502,201551
13952,201551
13977,201551
14006,201551
14206,201551
14306,201551
14355,201551
14537,201551
14542,201551
15143,201551
16901,201551
17995,201551
18404,201551
18613,201551
18790,201551
19027,201551
19030,201551
19132,201551
19183,201551
19321,201551
19324,201551
19327,201551
19328,201551
19330,201551
19336,201551
19338,201551
19339,201551
19340,201551
19342,201551
19343,201551
19344,201551
19345,201551
19347,201551
19348,201551
19350,201551
19352,201551
19353,201551
19356,201551
19361,201551
19362,201551
19363,201551
19364,201551
19369,201551
19371,201551
19372,201551
19373,201551
19376,201551
19378,201551
19383,201551
19384,201551
19385,201551
19386,201551
19387,201551
19389,201551
19390,201551
19391,201551
19392,201551
19396,201551
19397,201551
19398,201551
19399,201551
19400,201551
19401,201551
19402,201551
19404,201551
19405,201551
19407,201551
19409,201551
19410,201551
19412,201551
19413,201551
19414,201551
19415,201551
19416,201551
19417,201551
19419,201551
19420,201551
19421,201551
19422,201551
19423,201551
19424,201551
19425,201551
19426,201551
19427,201551
19428,201551
19429,201551
19430,201551
19431,201551
19432,201551
19433,201551
19435,201551
19436,201551
19437,201551
19438,201551
19440,201551
19442,201551
19443,201551
19444,201551
19445,201551
19446,201551
19447,201551
19448,201551
19449,201551
19450,201551
19451,201551
19452,201551
19453,201551
19454,201551
19455,201551
19456,201551
19457,201551
19459,201551
19460,201551
19462,201551
19463,201551
19470,201551
19473,201551
19484,201551
19486,201551
19488,201551
19489,201551
19502,201551
19526,201551
19528,201551
19530,201551
19531,201551
19574,201551
19641,201551
20028,201551
3503,201552
3504,201552
3505,201552
3506,201552
3507,201552
3508,201552
3509,201552
3510,201552
3511,201552
3512,201552
3513,201552
3514,201552
3515,201552
3516,201552
3517,201552
3518,201552
3519,201552
3520,201552
3521,201552
3522,201552
3523,201552
3524,201552
3525,201552
3526,201552
3527,201552
3528,201552
3529,201552
3530,201552
3531,201552
3532,201552
3533,201552
3534,201552
3535,201552
3536,201552
3537,201552
3538,201552
3539,201552
3540,201552
3541,201552
3542,201552
3543,201552
3544,201552
3545,201552
3546,201552
3547,201552
3548,201552
3549,201552
3550,201552
3551,201552
3552,201552
3553,201552
3554,201552
3555,201552
3556,201552
3557,201552
3558,201552
3559,201552
3560,201552
3561,201552
3562,201552
3563,201552
3564,201552
3565,201552
3566,201552
3567,201552
3568,201552
3569,201552
3570,201552
3571,201552
3572,201552
3573,201552
3574,201552
3575,201552
3576,201552
3577,201552
3578,201552
3579,201552
3580,201552
3581,201552
3582,201552
3583,201552
3584,201552
3585,201552
3586,201552
3587,201552
3588,201552
3589,201552
3590,201552
3591,201552
3592,201552
3593,201552
3594,201552
3595,201552
3596,201552
3597,201552
3598,201552
3599,201552
3600,201552
3601,201552
3602,201552
3603,201552
3604,201552
3605,201552
3606,201552
3607,201552
3608,201552
3609,201552
3610,201552
3611,201552
3612,201552
3613,201552
3614,201552
3615,201552
3616,201552
3617,201552
3618,201552
3619,201552
3620,201552
3621,201552
13856,201552
13998,201552
14007,201552
14217,201552
14320,201552
14540,201552
14680,201552
15076,201552
17117,201552
17944,201552
17966,201552
17986,201552
18796,201552
18816,201552
18891,201552
18892,201552
19260,201552
19261,201552
19263,201552
19264,201552
19265,201552
19286,201552
19333,201552
19334,201552
19365,201552
19366,201552
19367,201552
19368,201552
19458,201552
19461,201552
19464,201552
19465,201552
19466,201552
19467,201552
19468,201552
19471,201552
19472,201552
19474,201552
19475,201552
19476,201552
19477,201552
19478,201552
19479,201552
19480,201552
19483,201552
19487,201552
19490,201552
19491,201552
19494,201552
19495,201552
19496,201552
19497,201552
19498,201552
19499,201552
19500,201552
19501,201552
19503,201552
19504,201552
19505,201552
19506,201552
19507,201552
19508,201552
19509,201552
19510,201552
19511,201552
19512,201552
19513,201552
19514,201552
19515,201552
19516,201552
19517,201552
19518,201552
19519,201552
19520,201552
19522,201552
19523,201552
19524,201552
19525,201552
19527,201552
19529,201552
19532,201552
19533,201552
19535,201552
19536,201552
19537,201552
19538,201552
19539,201552
19540,201552
19541,201552
19542,201552
19543,201552
19544,201552
19545,201552
19546,201552
19547,201552
19548,201552
19549,201552
19550,201552
19551,201552
19552,201552
19553,201552
19554,201552
19555,201552
19556,201552
19557,201552
19562,201552
19563,201552
19564,201552
19565,201552
19566,201552
19567,201552
19568,201552
19570,201552
19571,201552
19572,201552
19573,201552
19575,201552
19576,201552
19577,201552
19578,201552
19580,201552
19581,201552
19582,201552
19583,201552
19585,201552
19587,201552
19588,201552
19592,201552
19594,201552
19595,201552
19597,201552
19598,201552
19600,201552
19607,201552
19608,201552
19609,201552
19610,201552
19611,201552
19612,201552
19613,201552
19614,201552
19615,201552
19616,201552
19617,201552
19618,201552
19619,201552
19623,201552
19626,201552
19627,201552
19643,201552
19644,201552
19651,201552
19652,201552
19655,201552
19656,201552
19658,201552
19659,201552
19660,201552
19662,201552
19666,201552
19672,201552
19674,201552
19712,201552
19759,201552
19776,201552
19802,201552
19818,201552
3622,201553
3623,201553
3624,201553
3625,201553
3626,201553
3627,201553
3628,201553
3629,201553
3630,201553
3631,201553
3632,201553
3633,201553
3634,201553
3635,201553
3636,201553
3637,201553
3638,201553
3639,201553
3640,201553
3641,201553
3642,201553
3643,201553
3644,201553
3645,201553
3646,201553
3647,201553
3648,201553
3649,201553
3650,201553
3651,201553
3652,201553
3653,201553
3654,201553
3655,201553
3656,201553
3657,201553
3658,201553
3659,201553
3660,201553
3661,201553
3662,201553
3663,201553
3664,201553
3665,201553
3666,201553
3667,201553
3668,201553
3669,201553
3670,201553
3671,201553
3672,201553
3673,201553
3674,201553
3675,201553
3676,201553
3677,201553
3678,201553
3679,201553
3680,201553
3681,201553
3682,201553
3683,201553
3684,201553
3685,201553
3686,201553
3687,201553
3688,201553
3689,201553
3690,201553
3691,201553
3692,201553
3693,201553
3694,201553
3695,201553
3696,201553
3697,201553
3698,201553
3699,201553
3700,201553
3701,201553
3702,201553
3703,201553
3704,201553
3705,201553
3706,201553
3707,201553
3708,201553
3709,201553
3710,201553
3711,201553
3712,201553
3713,201553
3714,201553
3715,201553
3716,201553
3717,201553
3718,201553
3719,201553
3720,201553
3721,201553
3722,201553
3723,201553
3724,201553
3725,201553
3726,201553
3727,201553
3728,201553
3729,201553
3730,201553
3731,201553
3732,201553
3733,201553
3734,201553
3735,201553
3736,201553
3737,201553
13848,201553
13849,201553
13968,201553
14228,201553
15028,201553
15030,201553
15256,201553
15295,201553
15967,201553
17162,201553
17996,201553
18553,201553
18554,201553
18555,201553
18717,201553
19331,201553
19346,201553
19355,201553
19374,201553
19579,201553
19584,201553
19586,201553
19589,201553
19590,201553
19591,201553
19593,201553
19596,201553
19599,201553
19601,201553
19602,201553
19603,201553
19604,201553
19605,201553
19606,201553
19620,201553
19621,201553
19622,201553
19624,201553
19625,201553
19628,201553
19629,201553
19630,201553
19631,201553
19632,201553
19633,201553
19634,201553
19635,201553
19636,201553
19637,201553
19639,201553
19640,201553
19642,201553
19645,201553
19646,201553
19647,201553
19648,201553
19649,201553
19650,201553
19653,201553
19654,201553
19657,201553
19661,201553
19663,201553
19664,201553
19665,201553
19667,201553
19668,201553
19669,201553
19670,201553
19673,201553
19675,201553
19676,201553
19677,201553
19678,201553
19679,201553
19680,201553
19681,201553
19682,201553
19683,201553
19684,201553
19686,201553
19687,201553
19688,201553
19689,201553
19690,201553
19691,201553
19693,201553
19694,201553
19695,201553
19696,201553
19697,201553
19698,201553
19699,201553
19700,201553
19702,201553
19703,201553
19704,201553
19705,201553
19706,201553
19707,201553
19708,201553
19709,201553
19710,201553
19711,201553
19714,201553
19715,201553
19716,201553
19717,201553
19719,201553
19720,201553
19721,201553
19722,201553
19723,201553
19724,201553
19725,201553
19727,201553
19729,201553
19730,201553
19731,201553
19732,201553
19733,201553
19734,201553
19736,201553
19737,201553
19739,201553
19740,201553
19742,201553
19743,201553
19744,201553
19745,201553
19746,201553
19747,201553
19749,201553
19750,201553
19751,201553
19752,201553
19753,201553
19754,201553
19756,201553
19757,201553
19758,201553
19762,201553
19771,201553
19772,201553
19773,201553
19774,201553
19775,201553
19781,201553
19786,201553
19787,201553
19788,201553
19792,201553
19798,201553
19800,201553
19801,201553
19805,201553
19810,201553
19812,201553
19855,201553
19870,201553
3738,201601
3739,201601
3740,201601
3741,201601
3742,201601
3743,201601
3744,201601
3745,201601
3746,201601
3747,201601
3748,201601
3749,201601
3750,201601
3751,201601
3752,201601
3753,201601
3754,201601
3755,201601
3756,201601
3757,201601
3758,201601
3759,201601
3760,201601
3761,201601
3762,201601
3763,201601
3764,201601
3765,201601
3766,201601
3767,201601
3768,201601
3769,201601
3770,201601
14077,201601
19037,201601
19038,201601
19046,201601
19180,201601
19181,201601
19282,201601
19349,201601
19377,201601
19718,201601
19761,201601
19765,201601
19768,201601
19769,201601
19770,201601
19777,201601
19778,201601
19780,201601
19782,201601
19784,201601
19785,201601
19789,201601
19790,201601
19791,201601
19793,201601
19794,201601
19795,201601
19796,201601
19799,201601
19804,201601
19807,201601
19815,201601
19817,201601
19822,201601
19824,201601
19826,201601
19828,201601
19829,201601
19830,201601
19831,201601
19833,201601
19835,201601
19836,201601
19838,201601
19841,201601
19842,201601
19861,201601
19863,201601
19895,201601
19915,201601
20081,201601
20103,201601
3771,201602
3772,201602
3773,201602
3774,201602
3775,201602
3776,201602
3777,201602
3778,201602
3779,201602
3780,201602
3781,201602
3782,201602
3783,201602
3784,201602
3785,201602
3786,201602
3787,201602
3788,201602
3789,201602
3790,201602
3791,201602
3792,201602
3793,201602
3794,201602
3795,201602
3796,201602
3797,201602
3798,201602
3799,201602
3800,201602
3801,201602
3802,201602
3803,201602
3804,201602
3805,201602
3806,201602
3807,201602
3808,201602
3809,201602
3810,201602
3811,201602
3812,201602
14008,201602
14194,201602
14207,201602
14453,201602
14662,201602
14961,201602
17914,201602
18096,201602
18424,201602
18702,201602
18899,201602
18913,201602
19041,201602
19042,201602
19278,201602
19284,201602
19285,201602
19406,201602
19408,201602
19803,201602
19808,201602
19809,201602
19811,201602
19813,201602
19814,201602
19816,201602
19819,201602
19820,201602
19821,201602
19823,201602
19825,201602
19827,201602
19832,201602
19834,201602
19837,201602
19839,201602
19840,201602
19843,201602
19844,201602
19845,201602
19846,201602
19847,201602
19848,201602
19849,201602
19850,201602
19851,201602
19852,201602
19853,201602
19856,201602
19857,201602
19858,201602
19859,201602
19860,201602
19862,201602
19864,201602
19865,201602
19866,201602
19867,201602
19868,201602
19869,201602
19871,201602
19872,201602
19873,201602
19874,201602
19875,201602
19876,201602
19877,201602
19878,201602
19879,201602
19881,201602
19883,201602
19884,201602
19885,201602
19886,201602
19887,201602
19888,201602
19889,201602
19890,201602
19891,201602
19892,201602
19893,201602
19894,201602
19896,201602
19897,201602
19898,201602
19899,201602
19901,201602
19904,201602
19906,201602
19907,201602
19908,201602
19909,201602
19910,201602
19911,201602
19912,201602
19913,201602
19914,201602
19916,201602
19917,201602
19918,201602
19919,201602
19920,201602
19921,201602
19922,201602
19923,201602
19924,201602
19926,201602
19928,201602
19929,201602
19930,201602
19931,201602
19932,201602
